,Name,Latitude,Longitude,Elevation
530,Crystal Peak,38.0537,-107.3743,3942.0
531,UN 12932,37.6554,-107.7168,3942.0
532,Dolly Varden Mountain,37.9918,-107.5424,3942.0
533,"""Trail Rider Peak""",39.0999,-107.0426,3941.0
534,Sunshine Mountain,37.8585,-107.9340,3941.0
535,Eureka Mountain,37.8985,-107.5826,3941.0
536,"Julian, Mount",40.3712,-105.7576,3940.0
537,UN 12925,37.8526,-105.4796,3940.0
538,UN 12924,38.3565,-105.9101,3939.0
539,"Jasper, Mount",39.9946,-105.6832,3939.0
540,Stones Peak,40.3543,-105.7204,3939.0
541,"""Peak I""",39.7335,-106.3132,3939.0
542,UN 12921,39.1504,-106.6707,3938.0
543,UN 12918,37.8199,-107.3721,3937.0
544,West Desolation Peak,40.4712,-105.6954,3937.0
545,UN 12917,38.1340,-107.5024,3937.0
546,UN 12915,37.5985,-105.4624,3936.0
547,Round Mountain,37.7960,-107.6138,3936.0
548,UN 12911,37.6488,-107.4949,3935.0
549,Larson Peak,39.0329,-106.6351,3934.0
550,UN 12905,37.7585,-107.5615,3933.0
551,"""Hail Peak""",39.6537,-106.2013,3933.0
552,Simpson Mountain,37.7062,-107.3513,3933.0
553,UN 12903,39.1599,-107.0535,3933.0
554,"""Deming Mountain""",39.6029,-106.1851,3933.0
555,UN 12902,39.1282,-107.0390,3933.0
556,Ganley Mountain,39.6687,-105.7765,3933.0
557,"Ida, Mount",40.3718,-105.7793,3932.0
558,UN 12900,39.4554,-106.5432,3932.0
559,UN 12900,38.7446,-106.3910,3932.0
560,Treasure Mountain,37.9124,-107.5854,3932.0
561,"""Nortwest Sopris""",39.2665,-107.1754,3932.0
562,UN 12898,39.3940,-106.5240,3931.0
563,UN 12897,39.4451,-106.5571,3931.0
564,Galena Mountain,39.3151,-106.4324,3930.0
565,South Peak,39.1221,-106.2060,3929.0
566,Ute Benchmark,37.6499,-107.4238,3929.0
567,Arrow Benchmark,37.7357,-107.6221,3929.0
568,Red Mountain No. 3,37.9015,-107.6890,3929.0
569,Decatur Mountain,39.5951,-105.7949,3929.0
570,UN 12890,37.6421,-107.5682,3929.0
571,Revenue Mountain,39.5835,-105.8082,3929.0
572,Breckinridge Peak,39.7990,-105.7243,3929.0
573,Cross Mountain,38.9729,-106.4265,3929.0
574,UN 12887,37.2868,-106.6846,3928.0
575,UN 12885,38.6768,-106.4379,3927.0
576,Witter Peak,39.8143,-105.7163,3927.0
577,UN 12883,37.8735,-105.4860,3927.0
578,UN 12882,37.6104,-107.4407,3926.0
579,UN 12882,37.5871,-107.4438,3926.0
580,UN 12881,37.7332,-107.4168,3926.0
581,UN 12878,39.1693,-107.1021,3925.0
582,Gibson Peak,38.0732,-105.7126,3925.0
583,UN 12876,38.6826,-106.3968,3925.0
584,"George, Mount",40.0565,-105.6585,3925.0
585,Len Shoemaker Ridge,39.0532,-106.9671,3924.0
586,UN 12873,38.0735,-105.6162,3924.0
587,"Logan, Mount",39.4954,-105.6321,3923.0
588,Table Mountain,37.8982,-107.0513,3922.0
589,Buckeye Peak,39.3454,-106.2535,3922.0
590,State Line Peak,36.9965,-105.2968,3922.0
591,Long Trek Mountain,37.3860,-106.6804,3922.0
592,Peak 4,39.5218,-106.1213,3922.0
593,Fisher Mountain,37.6571,-106.9374,3921.0
594,"""The Elephant""",39.7440,-106.3065,3921.0
595,"Otto, Mount",38.3276,-105.8826,3921.0
596,UN 12862,38.9818,-106.5879,3920.0
597,Meadow Mountain,39.1001,-107.1010,3920.0
598,UN 12860,37.6287,-107.2707,3920.0
599,UN 12860,38.1160,-105.7226,3920.0
600,UN 12860,39.4096,-106.5690,3920.0
601,Sheep Mountain,38.3335,-106.2140,3920.0
602,UN 12860,37.6154,-107.4557,3920.0
603,"""Pogo Pinnacle""",39.7185,-106.2876,3920.0
604,"Helmers, Mount",38.6443,-106.4176,3919.0
605,"""Peak S""",39.7251,-106.2701,3919.0
606,Bald Mountain,38.5524,-106.3513,3919.0
607,Peak 5,39.5146,-106.1165,3918.0
608,Glacier Peak,39.4846,-105.8846,3918.0
609,Chipeta Mountain,38.4390,-106.2457,3917.0
610,North Baldy Mountain,38.7001,-107.1876,3917.0
611,"""West Turkshead Peak""",37.7643,-107.7138,3916.0
612,Silver Mountain,39.5826,-105.8207,3916.0
613,UN 12848,37.5007,-107.0263,3916.0
614,Elk Tooth,40.1676,-105.6546,3916.0
615,Granite Mountain,38.9404,-106.4718,3916.0
616,UN 12847,37.9393,-105.5921,3916.0
617,UN 12845,39.7390,-106.3179,3915.0
618,"Niedhardt, Mount",38.1762,-105.7201,3915.0
619,UN 12843,37.0468,-105.2215,3915.0
620,UN 12842,38.7035,-106.6246,3914.0
621,Pintada Mountain,37.4974,-106.4024,3914.0
622,UN 12837,38.7449,-106.3582,3913.0
623,"Hope, Mount",37.5435,-106.8707,3912.0
624,Broncho Mountain,38.6854,-106.5890,3912.0
625,Wulsten Baldy,38.2499,-105.7382,3911.0
626,UN 12830,38.9343,-106.7504,3911.0
627,Red Mountain,37.9785,-107.3337,3909.0
628,Chrysolite Mountain,38.6660,-106.3449,3908.0
629,UN 12822,37.7257,-107.4240,3908.0
630,Grassy Mountain,37.9571,-107.3438,3908.0
631,Grouse Mountain,39.5174,-106.5088,3908.0
632,UN 12820,40.3643,-105.7712,3908.0
633,"""Ophir Overlook""",37.8385,-107.8521,3908.0
634,"""Deshawa""",40.0343,-105.6413,3908.0
635,Purple Peak,38.9126,-107.1201,3908.0
636,Chimneys of Treasure Mountain,39.0265,-107.1179,3908.0
637,Sheep Mountain,39.1938,-106.1121,3907.0
638,Snow Benchmark,37.2654,-106.6893,3906.0
639,"Neva, Mount",40.0068,-105.6882,3906.0
640,New York Peak,39.0860,-106.6929,3905.0
641,Howard Mountain,40.4271,-105.8987,3904.0
642,UN 12810,37.1968,-105.1813,3904.0
643,UN 12809,38.7371,-107.2049,3904.0
644,"Baldy, Mount",38.9937,-107.0460,3903.0
645,"Machebeuf, Mount",39.7212,-105.8568,3903.0
646,Peak 1,39.5432,-106.1199,3903.0
647,Byers Peak,39.8646,-105.9474,3903.0
648,McMillan Peak,37.8801,-107.6899,3903.0
649,Ballard Mountain,37.9118,-107.7901,3903.0
650,Chief Cheley Peak,40.3671,-105.7740,3903.0
651,Avalanche Peak,39.4162,-106.5804,3902.0
652,Bobtail Benchmark,39.7813,-105.8921,3902.0
653,Abrams Mountain,37.9626,-107.6410,3902.0
654,UN 12801,39.2037,-106.5704,3902.0
655,Red Cone,39.5268,-105.8221,3902.0
656,Mesa Seco,38.0332,-107.2454,3901.0
657,"""Iroquois""",40.0632,-105.6624,3901.0
658,UN 12798,38.1440,-107.5068,3901.0
659,"Cirrus, Mount",40.4349,-105.9018,3901.0
660,Sheridan Mountain,37.5360,-107.5846,3900.0
661,UN 12794,37.2246,-105.1985,3900.0
662,Hawk Benchmark,39.1376,-107.1713,3899.0
663,UN 12792,38.8093,-106.4226,3899.0
664,Cooper Mountain,39.6124,-105.8288,3899.0
665,Green Mountain,39.1090,-106.6543,3899.0
666,UN 12789,38.9940,-107.1290,3898.0
667,UN 12787,39.2179,-106.6332,3897.0
668,Ajax Peak,37.9287,-107.7557,3897.0
669,UN 12783,37.9793,-107.1074,3896.0
670,UN 12781,38.9949,-107.1174,3896.0
671,UN 12780,37.5976,-107.2807,3895.0
672,Sievers Mountain South,39.1157,-106.9449,3895.0
673,"""Hopi""",40.0635,-105.6749,3895.0
674,UN 12780,38.7093,-106.4438,3895.0
675,UN 12780,38.2374,-105.7449,3895.0
676,UN 12780,38.8682,-106.3451,3895.0
677,Cracktop,40.3660,-105.7663,3895.0
678,UN 12779,38.9579,-106.9185,3895.0
679,Banded Peak,37.1049,-106.6274,3895.0
680,Buffalo Mountain,39.6162,-106.1429,3894.0
681,Crystal Peak,38.9646,-106.7915,3894.0
682,UN 12776,38.8826,-106.3274,3894.0
683,"""Peak W""",39.7043,-106.2721,3894.0
684,"""Beartown Bald""",37.7276,-107.5246,3894.0
685,UN 12770,39.1679,-107.1118,3892.0
686,UN 12768,37.5837,-107.2476,3892.0
687,Otter Mountain,39.6276,-105.7321,3891.0
688,�E2�,37.7468,-107.8143,3891.0
689,Beautiful Mountain,37.6174,-106.9274,3890.0
690,UN 12764,37.7696,-107.7390,3890.0
691,UN 12763,39.8304,-105.8726,3890.0
692,Diorite Peak,37.4401,-108.0507,3890.0
693,UN 12760,37.5904,-107.2401,3889.0
694,Coon Hill,39.6887,-105.9457,3888.0
695,"Chapman, Mount",38.6257,-106.3857,3888.0
696,North Mountain,37.4504,-106.6049,3887.0
697,UN 12754,37.0854,-105.2265,3887.0
698,Sugarloaf,37.7738,-107.5885,3887.0
699,UN 12752,39.6624,-105.9099,3887.0
700,UN 12751,39.1607,-107.0899,3887.0
701,UN 12750,38.9901,-106.5771,3886.0
702,Fossil Mountain,38.6707,-106.6060,3886.0
703,UN 12748,38.6629,-106.3940,3886.0
704,Sievers Mountain North,39.1299,-106.9340,3885.0
705,Iron Mountain,37.9876,-107.8663,3885.0
706,UN 12745,39.2085,-106.6229,3885.0
707,UN 12743,39.0546,-106.5507,3884.0
708,Dunsinane Mountain,38.1299,-107.5393,3884.0
709,UN 12741,37.2751,-106.6943,3883.0
710,Lewis Mountain,37.4221,-108.0146,3883.0
711,Indian Ridge,37.7351,-107.4788,3883.0
712,UN 12740,37.6357,-107.1635,3883.0
713,UN 12740,39.0979,-106.8926,3883.0
714,UN 12740,38.0176,-105.6363,3883.0
715,UN 12740,37.5904,-107.6838,3883.0
716,UN 12740,39.0565,-106.7032,3883.0
717,Windy Point,38.3110,-106.2149,3883.0
718,Gold Hill,37.8946,-107.8232,3883.0
719,UN 12739,38.0346,-107.6224,3883.0
720,UN 12739,38.8224,-106.3626,3883.0
721,UN 12739,37.9421,-105.5163,3883.0
722,"""West Deming""",39.6040,-106.2060,3882.0
723,"""Stapps Peak""",40.3612,-105.7138,3882.0
724,UN 12734,39.3196,-106.4743,3881.0
725,"""Turkshead Peak""",37.7632,-107.7046,3881.0
726,UN 12732,39.0846,-106.6018,3881.0
727,UN 12730,39.4824,-106.5751,3880.0
728,Birthday Peak,38.8815,-106.3340,3880.0
729,UN 12730,38.7696,-106.4279,3880.0
730,Twin Sisters South,38.3465,-105.8938,3880.0
731,Buffalo Peak,37.6226,-107.4843,3879.0
732,UN 12727,37.2590,-106.6863,3879.0
733,"Cumulus, Mount",40.4101,-105.9024,3879.0
734,Halfmoon Benchmark,37.8999,-106.7813,3879.0
735,�U5�,38.0987,-107.5654,3879.0
736,UN 12724,38.6799,-106.4182,3878.0
737,UN 12724,37.6540,-107.3693,3878.0
738,Chair Mountain,39.0585,-107.2824,3877.0
739,UN 12721,39.1582,-106.6835,3877.0
740,"Gunnison, Mount",38.8121,-107.3821,3877.0
741,Needleton Benchmark,37.5971,-107.6879,3877.0
742,Terra Tomah Mountain,40.3768,-105.7482,3876.0
743,UN 12716,40.5510,-105.6849,3876.0
744,Ouzel Peak,40.1857,-105.6715,3876.0
745,Chicago Ridge,39.3701,-106.2610,3875.0
746,Hallett Peak,40.3029,-105.6857,3875.0
747,American Flag Mountain,38.9326,-106.7179,3875.0
748,Sprague Mountain,40.3468,-105.7368,3875.0
749,Carbonate Hill,38.9660,-106.8254,3875.0
750,Missouri Hill,38.5857,-106.2751,3874.0
751,"""X Prime""",39.7521,-106.3626,3874.0
752,"""Corner Peak""",38.6893,-107.1949,3874.0
753,Comanche Peak,40.5471,-105.6788,3874.0
754,Middle Baldy,38.6893,-107.1949,3874.0
755,Bristol Head,37.7935,-107.0549,3873.0
756,"Nimbus, Mount",40.3965,-105.9040,3873.0
757,"""Notabon""",40.1063,-105.6087,3873.0
758,"Bethel, Mount",39.7099,-105.8785,3872.0
759,UN 12704,39.7457,-105.9240,3872.0
760,Bills Peak,39.8560,-105.9626,3872.0
761,"""E1""",37.7351,-107.8215,3872.0
762,Cross Mountain,37.8321,-107.9688,3872.0
763,Independence Mountain,39.0940,-106.6110,3872.0
764,UN 12700,39.2176,-106.6093,3871.0
765,UN 12700,39.4068,-105.9363,3871.0
766,"""Aries Spire""",39.6496,-106.1838,3871.0
767,UN 12699,37.6496,-107.1668,3871.0
768,Stony Mountain,37.9824,-107.7715,3870.0
769,Green Mountain,38.6776,-106.5076,3870.0
770,UN 12694,37.9843,-107.6246,3869.0
771,Elk Mountain,39.4540,-106.2382,3869.0
772,The Spider,39.7093,-106.3129,3869.0
773,UN 12690,37.3418,-106.6546,3868.0
774,Table Mountain,37.5857,-106.8540,3867.0
775,UN 12688,37.5740,-106.8710,3867.0
776,UN 12688,37.9235,-106.6124,3867.0
777,UN 12686,39.8396,-105.9524,3867.0
778,UN 12686,37.1810,-105.1843,3867.0
779,UN 12685,38.8721,-106.3357,3866.0
780,UN 12684,38.7324,-106.6310,3866.0
781,East Spanish Peak,37.3935,-104.9199,3866.0
782,UN 12683,37.5871,-106.9632,3866.0
783,Parry Peak,39.0840,-106.4138,3865.0
784,Blackhawk Mountain,37.6857,-107.9876,3865.0
785,Peak 3,39.5285,-106.1199,3864.0
786,UN 12673,37.6693,-107.4674,3863.0
787,Ohio Peak,37.8610,-107.6985,3863.0
788,UN 12671,38.1010,-105.6340,3862.0
789,"""Cats Eye Peak""",37.5701,-107.4315,3862.0
790,UN 12670,39.1021,-107.1160,3862.0
791,Thatchtop,40.2790,-105.6532,3861.0
792,Pahlone Peak,38.4807,-106.2582,3861.0
793,UN 12665,39.0637,-107.0613,3860.0
794,Peak 7,39.4787,-106.1054,3860.0
795,"""Dwarf Pyramid""",39.7612,-106.3251,3860.0
796,Burwell Peak,37.4210,-108.0901,3860.0
797,"""Northwest Corner""",39.7576,-106.3713,3860.0
798,UN 12660,39.9826,-105.6849,3859.0
799,UN 12660,39.1876,-107.1207,3859.0
800,UN 12660,39.5193,-105.8868,3859.0
801,Arrowhead,40.2687,-105.6499,3859.0
802,"""Sagittarius Spire""",39.6485,-106.1838,3859.0
803,"""Peak T""",39.7301,-106.2643,3859.0
804,UN 12658,38.2351,-105.7715,3858.0
805,Velvet Benchmark,37.3076,-106.6543,3858.0
806,UN 12655,38.9985,-107.1424,3857.0
807,"""Lewis Peak""",40.6096,-105.9390,3857.0
808,UN 12654,37.8082,-107.4893,3857.0
809,UN 12653,39.2329,-106.5538,3857.0
810,UN 12653,39.1068,-107.0351,3857.0
811,Avery Peak,38.9854,-106.9771,3857.0
812,"Nystrom, Mount",39.8090,-105.9018,3856.0
813,UN 12650,38.6810,-106.4065,3856.0
814,"Achonee, Mount",40.0726,-105.6782,3855.0
815,Afley Peak,38.9212,-107.1190,3855.0
816,UN 12645,37.5393,-107.0126,3854.0
817,Calf Creek Plateau,38.1262,-107.2082,3854.0
818,South Rawah Peak,40.6590,-105.9557,3854.0
819,Ruby Peak,38.8971,-107.1276,3854.0
820,UN 12644,39.0026,-106.0893,3854.0
821,UN 12643,38.6613,-106.4140,3854.0
822,Ragged Peak,39.0365,-107.2818,3853.0
823,Pagosa Peak,37.4440,-107.0665,3853.0
824,UN 12636,37.3315,-106.7065,3851.0
825,UN 12634,37.8465,-107.9451,3851.0
826,UN 12633,39.1482,-107.1757,3851.0
827,Crystal Peak,39.0360,-107.0879,3850.0
828,Mahana Peak,40.1993,-105.6671,3850.0
829,Red Mountain West,37.5199,-107.0157,3850.0
830,The Sharkstooth,40.2810,-105.6746,3850.0
831,"""North Snowdon""",37.7160,-107.6840,3849.0
832,"""East Corner""",39.7524,-106.3546,3848.0
833,Gothic Mountain,38.9562,-107.0107,3848.0
834,UN 12620,38.5985,-106.3965,3847.0
835,Dunn Peak,37.8474,-108.1257,3847.0
836,UN 12620,39.1124,-106.9529,3847.0
837,UN 12620,38.3190,-105.8774,3847.0
838,UN 12620,37.6118,-107.1890,3847.0
839,Middle Baldy Mountain,38.6790,-107.1924,3847.0
840,"""Graduation Peak""",39.7018,-106.2846,3847.0
841,Edith Mountain,37.9426,-107.5124,3847.0
842,Middle Mountain,39.4410,-106.5243,3846.0
843,UN 12618,37.6757,-107.6949,3846.0
844,Hunters Hill,38.9460,-106.7879,3846.0
845,Sachett Mountain,38.8251,-105.0268,3846.0
846,Grayback Mountain,37.4613,-106.5574,3845.0
847,UN 12615,37.6276,-107.1768,3845.0
848,Teller Mountain,39.5362,-105.8568,3845.0
849,Independence Mountain,39.5818,-105.9099,3845.0
850,Prospect Mountain,39.2790,-106.2374,3845.0
851,Jura Knob,37.7371,-107.8018,3845.0
852,Lost Mountain,38.5846,-106.2651,3845.0
853,Lone Cone,37.8879,-108.2554,3844.0
854,"Daly, Mount",39.1032,-107.1501,3844.0
855,"Albion, Mount",40.0387,-105.6171,3843.0
856,Windy Mountain,37.4660,-106.4021,3843.0
857,Sawtooth Mountain,37.5660,-106.8776,3842.0
858,UN 12603,37.4737,-107.0571,3841.0
859,UN 12603,37.6526,-107.1479,3841.0
860,UN 12601,37.7715,-107.7657,3841.0
861,UN 12601,37.9735,-107.3418,3841.0
862,UN 12601,39.0443,-106.4985,3841.0
863,UN 12597,39.1340,-107.0282,3840.0
864,"""E3""",37.7415,-107.7882,3839.0
865,Sugarloaf Mountain,37.5249,-107.0918,3838.0
866,Red Mountain No. 1,37.9104,-107.6624,3838.0
867,UN 12591,37.9732,-106.9579,3838.0
868,UN 12590,39.1282,-107.1676,3837.0
869,Volz Benchmark,39.3849,-105.9265,3837.0
870,Ivy Benchmark,37.6174,-106.9999,3837.0
871,UN 12585,39.6560,-105.8840,3836.0
872,UN 12585,38.2054,-105.7068,3836.0
873,Bear Mountain,39.5724,-105.9032,3836.0
874,Corbett Peak,39.4407,-106.2321,3835.0
875,UN 12581,38.8226,-106.3954,3835.0
876,Teddys Peak,37.3410,-105.1663,3834.0
877,UN 12580,37.4754,-107.0354,3834.0
878,UN 12580,37.9840,-106.9654,3834.0
879,Greg Mace Peak,38.9985,-106.8285,3834.0
880,"""Angel Knob""",38.0137,-107.7282,3834.0
881,UN 12580,38.8251,-106.4168,3834.0
882,UN 12580,39.8485,-105.9651,3834.0
883,UN 12580,37.5732,-107.5515,3834.0
884,UN 12580,39.1032,-107.1085,3834.0
885,Granite Mountain,38.5876,-106.3979,3834.0
886,Static Peak,40.4768,-105.8918,3834.0
887,"""The Fly""",39.7054,-106.3110,3834.0
888,Peak Fourteen,37.6526,-107.6557,3834.0
889,"""Dinosaur Crags""",39.7654,-106.3360,3834.0
890,"Tilton, Mount",38.9712,-106.7646,3834.0
891,Galena Mountain,39.0226,-107.0765,3834.0
892,Hermosa Peak,37.7099,-107.9288,3834.0
893,UN 12579,37.7926,-107.7676,3834.0
894,Cropsy Mountain,37.4087,-106.5963,3834.0
895,Cimarrona Peak,37.5785,-107.2240,3833.0
896,The Spearhead,40.2554,-105.6382,3833.0
897,"""Algonquin""",40.1112,-105.6354,3833.0
898,Peak 6,39.4937,-106.1115,3832.0
899,"Dunraven, Mount",40.4890,-105.6079,3832.0
900,UN 12569,37.3285,-106.7007,3831.0
901,�E4�,37.7407,-107.7788,3831.0
902,UN 12568,37.4468,-106.6260,3831.0
903,UN 12567,39.4763,-105.8449,3830.0
904,West Silver Mesa,37.5815,-107.6282,3830.0
905,Andrews Peak,40.2443,-105.7101,3830.0
906,Napoleon Mountain,38.6990,-106.4646,3829.0
907,Augusta Mountain,38.9724,-107.1063,3828.0
908,UN 12558,39.3637,-106.4940,3828.0
909,UN 12555,37.2771,-106.5232,3827.0
910,South Mountain,37.4193,-106.6015,3827.0
911,UN 12552,38.9679,-106.8588,3826.0
912,Ingram Peak,37.9151,-107.7585,3826.0
913,UN 12550,37.4037,-106.6749,3825.0
914,UN 12550,37.6721,-107.1265,3825.0
915,New York Mountain,39.5085,-106.6182,3825.0
916,"""Libra Spire""",39.6474,-106.1821,3825.0
917,UN 12548,37.9310,-106.9343,3825.0
918,Sugarloaf Peak,39.4624,-106.2482,3824.0
919,Castle View Benchmark,38.7137,-107.1549,3823.0
920,UN 12542,39.0882,-106.5621,3823.0
921,UN 12540,39.0268,-107.2585,3822.0
922,"""Cancer Spire""",39.6426,-106.1793,3822.0
923,Stella Mountain,38.5776,-106.4032,3822.0
924,"Stratus, Mount",40.3901,-105.9035,3822.0
925,Harts Peak,37.6924,-107.9896,3822.0
926,Anvil Mountain,37.8376,-107.7076,3821.0
927,Lead Mountain,40.4487,-105.8971,3821.0
928,UN 12536,37.5899,-107.2165,3821.0
929,Graham Peak,37.4971,-107.3763,3819.0
930,Sentinel Point,38.8404,-105.1049,3818.0
931,Hazelton Mountain,37.8021,-107.6226,3818.0
932,UN 12525,39.4926,-106.6104,3818.0
933,Bowen Mountain,40.3607,-105.9335,3817.0
934,Uneva Peak,39.5571,-106.1960,3817.0
935,"""Snowbank Peak""",40.6468,-105.9532,3817.0
936,Cannibal Plateau,38.1065,-107.2299,3817.0
937,UN 12522,39.0287,-107.2510,3817.0
938,Stanley Mountain,39.7857,-105.8229,3816.0
939,Emerald Benchmark,37.5635,-107.4263,3816.0
940,"Bellview, Mount",39.0162,-107.0165,3816.0
941,Handcart Peak,39.5235,-105.8451,3815.0
942,Palmer Peak,39.3199,-105.9899,3815.0
943,Whetstone Mountain,38.8224,-106.9801,3815.0
944,Sugarloaf Peak,39.6496,-105.6915,3814.0
945,Snowstorm Peak,37.4390,-108.0121,3813.0
946,Cherry Cairn,37.4676,-107.0321,3813.0
947,"""Parent Peak""",39.4871,-105.6171,3813.0
948,UN 12507,37.2829,-106.6985,3812.0
949,Mineral Point,38.9710,-107.1010,3812.0
950,UN 12505,38.8440,-106.2696,3812.0
951,UN 12505,37.6260,-107.3051,3812.0
952,UN 12505,37.2901,-106.5910,3812.0
953,"""Zodiac View""",39.6449,-106.1913,3812.0
954,Grayrock Peak,37.6737,-107.8629,3811.0
955,Richmond Mountain,38.9518,-107.1124,3810.0
956,Silver Mountain,37.3868,-108.0296,3810.0
957,UN 12500,37.5996,-107.0468,3810.0
958,Blackhead Peak,37.2890,-106.7743,3810.0
959,UN 12500,37.5515,-107.4293,3810.0
960,UN 12500,37.5829,-107.3960,3810.0
961,UN 12500,39.3060,-106.4676,3810.0
962,UN 12500,37.2543,-106.6782,3810.0
963,"""Capricorn Spire""",39.6446,-106.1804,3810.0
964,Hayden Spire,40.3521,-105.7407,3810.0
965,Hart Ridge,40.4404,-105.8999,3810.0
966,Ptarmigan Peak,39.6912,-106.0263,3809.0
967,UN 12498,37.4007,-106.6638,3809.0
968,Toner Mountain,37.5082,-107.1107,3808.0
969,UN 12495,39.1212,-106.8843,3808.0
970,Sheep Mountain,39.4996,-105.8799,3808.0
971,UN 12494,39.1360,-107.1504,3808.0
972,UN 12494,37.4637,-106.6312,3808.0
973,"Mahler, Mount",40.4715,-105.9090,3808.0
974,Colorado Mines Peak,39.7949,-105.7640,3808.0
975,UN 12493,37.5876,-107.3940,3808.0
976,UN 12492,37.3001,-106.6771,3808.0
977,Sheep Mountain,37.4624,-106.4385,3808.0
978,Endlich Mesa,37.5143,-107.5976,3807.0
979,Specimen Mountain,40.4449,-105.8082,3807.0
980,Lyle Benchmark,39.2965,-106.5029,3807.0
981,UN 12489,39.0426,-107.0415,3807.0
982,Baldy Mountain,37.6887,-107.1113,3806.0
983,UN 12487,37.6054,-106.9724,3806.0
984,Otis Peak,40.2921,-105.6804,3806.0
985,Brittle Silver Mountain,38.6054,-106.3738,3806.0
986,North Nokhu Crag,40.4851,-105.8929,3805.0
987,UN 12485,39.6554,-106.2401,3805.0
988,Flint Benchmark,37.6237,-107.4157,3805.0
989,South Nokhu Crag,40.4840,-105.8935,3804.0
990,UN 12479,37.9632,-107.0126,3804.0
991,Silver Plume Mountain,39.7135,-105.7665,3803.0
992,"Trelease, Mount",39.6954,-105.9038,3803.0
993,Morgan Peak,39.5868,-105.8451,3802.0
994,UN 12473,37.4624,-107.0238,3802.0
995,North Rawah Peak,40.6762,-105.9668,3802.0
996,UN 12473,39.0162,-107.0249,3802.0
997,UN 12472,38.7093,-106.5829,3801.0
998,UN 12470,37.5238,-107.5951,3801.0
999,"Nast, Mount",39.2515,-106.6115,3800.0
1000,Sundance Mountain,40.4085,-105.7104,3800.0
1001,Little Pawnee Peak,40.0826,-105.6210,3800.0
1002,UN 12465,37.9029,-106.7621,3799.0
1003,Sharkstooth Peak,37.4599,-108.0729,3798.0
1004,Twin Peaks,37.9282,-106.7724,3798.0
1005,Galena Peak,38.3087,-105.8687,3798.0
1006,Sliderock Ridge,37.7224,-107.8732,3798.0
1007,"Richey, Mount",39.1174,-107.1210,3798.0
1008,"""Rawah Pyramid""",40.6421,-105.9482,3798.0
1009,Cross Mountain,38.7265,-106.5874,3798.0
1010,"Chapin, Mount",40.4335,-105.7021,3796.0
1011,UN 12454,39.1032,-106.1785,3796.0
1012,UN 12453,39.3465,-106.5051,3796.0
1013,UN 12453,39.3040,-106.4926,3796.0
1014,"""McReynolds Peak""",38.8126,-105.0807,3795.0
1015,Bowers Peak,37.9507,-106.5896,3794.0
1016,Lookout Mountain,37.3890,-106.5926,3794.0
1017,Red Mountain East,37.5254,-107.0040,3794.0
1018,Baker Mountain,39.6651,-105.8301,3794.0
1019,UN 12446,38.7001,-106.5821,3794.0
1020,Forest Hill,38.8962,-106.6785,3793.0
1021,Bandit Peak,39.5396,-105.6043,3793.0
1022,Glacier Mountain,39.5626,-105.8785,3793.0
1023,"Poor, Mount",38.6399,-106.4012,3792.0
1024,UN 12442,37.8293,-107.7465,3792.0
1025,UN 12442,37.5296,-107.5890,3792.0
1026,UN 12442,37.5043,-107.3763,3792.0
1027,Kataka Mountain,39.5290,-105.6615,3792.0
1028,Copper Mountain,39.4690,-106.1571,3792.0
1029,UN 12441,38.0543,-107.6099,3792.0
1030,UN 12441,38.0737,-107.2393,3792.0
1031,"""Never Summer Peak""",40.4479,-105.8876,3791.0
1032,Lamb Mountain,39.1904,-106.1213,3791.0
1033,East Beckwith Mountain,38.8465,-107.2232,3789.0
1034,Jacque Ridge,39.4699,-106.2074,3789.0
1035,Bison Peak,39.2387,-105.4979,3789.0
1036,UN 12431,38.8165,-106.9738,3789.0
1037,UN 12430,39.0260,-106.7401,3789.0
1038,Knife Edge,37.6337,-107.1476,3789.0
1039,UN 12430,39.3574,-106.4868,3789.0
1040,"""Peak X""",39.3682,-105.6049,3788.0
1041,UN 12429,39.6915,-105.9721,3788.0
1042,Fossil Ridge,38.6482,-106.6674,3788.0
1043,Meridian Peak,39.7676,-106.3851,3787.0
1044,Boot Mountain,37.9201,-106.5415,3786.0
1045,Tucker Mountain,39.4551,-106.1801,3786.0
1046,Silver Mountain,37.4310,-106.4215,3786.0
1047,UN 12420,37.6246,-107.3796,3786.0
1048,North Sheep Mountain,39.4265,-106.2343,3786.0
1049,Tanima Peak,40.2196,-105.6613,3786.0
1050,UN 12420,39.1126,-107.1190,3786.0
1051,Beaver Ridge,39.3465,-106.0354,3786.0
1052,Oh-Be-Joyful Peak,38.9301,-107.1168,3786.0
1053,"""Cataract Point""",39.7621,-106.3740,3786.0
1054,Mayflower Hill,39.4232,-106.1413,3786.0
1055,"""Taurus Spire""",39.6460,-106.1815,3786.0
